DAT,WL_Flume (m3/hour),WL_Flume_OUT (m3/hour),Solar (W/m2),Precipitation (mm),WindSpeed (m/s),AirTemp (DegC),RH (%),delta PD (mm)
210.4166667,0,0.278168971,63,0.068,0.98,25.1,97.0 ,-0.1
210.4583333,0,0.250386064,112,0.068,0.63,24.6,96.3 ,0
210.5,0,0.17718292,437,0.068,0.56,25.8,97.7 ,-0.1
210.5416667,0,0.17718292,274,0.068,0.61,27.0,93.3 ,-0.1
210.5833333,0,0.136485904,369,0.068,1.20,27.3,91.0 ,-0.1
210.625,0,0.10192578,268,0.068,0.83,27.1,92.2 ,0
210.6666667,0,0.136485904,77,0.068,0.73,25.5,93.9 ,0.1
210.7083333,0,0.565888725,62,0.051,0.66,24.7,95.0 ,0.4
210.75,0,0.921095488,26,0.051,0.84,24.3,95.0 ,0.1
210.7916667,0,0.705707007,14,0.068,0.84,24.1,94.8 ,-0.1
210.8333333,0,0.523282206,1,0.051,0.59,24.0,95.4 ,0
210.875,0,0.372122673,0,0.068,0.64,24.0,95.5 ,-0.1
210.9166667,0,0.307698217,0,0.051,0.56,24.0,95.9 ,-0.1
210.9583333,0,0.278168971,0,0.051,0.67,23.9,96.5 ,0
211,0,0.224316711,0,0.068,0.81,23.9,96.6 ,-0.1
211.0416667,0,0.199927219,0,0.051,0.64,23.9,96.7 ,0
211.0833333,0,0.17718292,0,0.051,0.61,23.8,96.4 ,-0.1
211.125,0,0.156048097,0,0.051,0.73,23.7,97.3 ,0
211.1666667,0,0.136485904,0,0.051,0.71,23.7,97.1 ,-0.1
211.2083333,0,0.118458266,0,0.051,0.70,23.7,97.3 ,0
211.25,0,0.10192578,2,0.051,0.74,23.7,97.7 ,-0.1
211.2916667,0,0.086847586,31,0.068,0.73,23.8,98.3 ,0
211.3333333,0,0.073181235,63,0.051,0.83,24.1,99.6 ,-0.1
211.375,0,0.073181235,87,0.051,0.96,24.5,98.5 ,0
211.4166667,0,0.073181235,153,0.051,0.96,24.9,98.1 ,0.1
211.4583333,0,0.10192578,193,0.051,0.79,25.0,98.2 ,0.2
211.5,0,0.10192578,336,0.051,0.88,26.1,98.4 ,0
211.5416667,0,4.28564367,157,0.102,0.70,26.3,94.7 ,1.3
211.5833333,0,13.29119072,38,0.102,1.17,22.7,98.3 ,1
211.625,0,8.15952517,51,0.170,0.63,22.4,97.6 ,-0.8
211.6666667,0,4.430661516,230,0.034,0.76,23.0,99.7 ,-0.4
211.7083333,0,4.430661516,162,0.051,0.75,23.8,99.9 ,-0.3
211.75,0,2.988379057,71,0.051,0.81,24.2,99.4 ,-0.1
211.7916667,0,2.440448814,19,0.051,0.75,23.9,98.1 ,-0.1
211.8333333,0,1.78040211,7,0.034,0.69,23.6,97.2 ,-0.1
211.875,0,1.309419334,0,0.051,0.86,23.6,97.0 ,-0.1
211.9166667,0,1.04164945,0,0.051,0.76,23.6,97.3 ,-0.1
211.9583333,0,0.864069729,0,0.051,0.79,23.6,97.5 ,-0.1
212,0,0.809179451,0,0.034,0.84,23.5,97.6 ,0
212.0416667,0,0.705707007,0,0.051,0.84,23.6,97.6 ,-0.1
212.0833333,0,0.705707007,0,0.034,0.85,23.8,96.8 ,0
212.125,0,0.610477288,0,0.051,0.87,24.0,97.7 ,0
212.1666667,0,0.610477288,0,0.051,1.11,24.0,97.9 ,-0.1
212.2083333,0,0.565888725,0,0.034,1.01,24.0,97.8 ,0
212.25,0,0.523282206,1,0.051,1.30,24.2,97.8 ,-0.1
212.2916667,0,0.523282206,16,0.034,1.47,24.3,98.5 ,0
212.3333333,0,0.482630463,81,0.051,1.35,24.4,99.7 ,0
212.375,0,0.372122673,403,0.034,1.32,24.9,99.9 ,-0.1
212.4166667,0,0.372122673,270,0.051,1.80,25.5,99.9 ,0
212.4583333,0,0.339005737,568,0.051,1.63,28.1,89.2 ,-0.1
212.5,0,0.307698217,560,0.034,1.22,29.2,83.6 ,-0.1
212.5416667,0.003235803,8.80350583,86,0.221,1.21,26.1,88.1 ,1.8
212.5833333,0,8.80350583,83,0.068,1.27,22.1,96.3 ,-0.1
212.625,0.013055782,15.95282416,33,0.051,0.72,22.2,97.1 ,1
212.6666667,0,10.41981455,60,0.085,0.79,21.6,97.6 ,-0.8
212.7083333,0,6.217578862,62,0.034,0.70,21.9,98.7 ,-0.4
212.75,0,3.602694883,25,0.034,0.82,22.4,97.0 ,-0.3
212.7916667,0,2.440448814,61,0.034,0.74,22.7,98.5 ,-0.2
212.8333333,0,1.78040211,18,0.034,1.00,23.1,97.9 ,-0.1
212.875,0,1.382048443,0,0.034,1.00,22.9,96.9 ,-0.1
212.9166667,0,1.04164945,0,0.034,1.03,22.8,97.0 ,0
212.9583333,0,0.921095488,0,0.034,0.90,22.7,97.4 ,-0.1
213,0,0.864069729,0,0.034,0.89,22.5,97.5 ,-0.1
213.0416667,0,0.809179451,0,0.034,0.87,22.4,97.4 ,-0.1
213.0833333,0,0.705707007,0,0.034,0.85,22.6,96.9 ,0
213.125,0,0.657074634,0,0.051,0.78,22.7,97.8 ,0
213.1666667,0,0.610477288,0,0.034,0.83,22.8,98.0 ,-0.1
213.2083333,0,0.565888725,0,0.034,0.83,22.7,98.2 ,0
213.25,0,0.523282206,2,0.034,0.87,22.6,98.4 ,-0.1
213.2916667,0,0.523282206,32,0.034,0.86,22.5,98.9 ,0
213.3333333,0,0.482630463,102,0.034,0.83,22.6,100.2 ,0
213.375,0,0.443905671,256,0.034,0.85,23.0,100.1 ,-0.1
213.4166667,0,0.372122673,481,0.051,1.61,24.3,100.0 ,-0.1
213.4583333,0,0.372122673,507,0.034,1.78,25.5,99.9 ,0
213.5,0,0.339005737,410,0.051,1.38,26.0,98.2 ,0
213.5416667,0,0.339005737,517,0.034,1.02,27.3,94.0 ,-0.1
213.5833333,0,0.339005737,416,0.034,1.15,29.1,83.9 ,-0.1
213.625,0,0.307698217,431,0.051,1.22,29.7,81.7 ,0
213.6666667,0,0.307698217,389,0.034,1.17,29.9,80.5 ,-0.2
213.7083333,0,0.307698217,277,0.034,1.04,29.5,80.8 ,0.1
213.75,0,0.307698217,147,0.034,0.79,29.1,81.8 ,-0.1
213.7916667,0,0.307698217,32,0.034,0.95,28.3,83.9 ,0
213.8333333,0,0.307698217,4,0.034,0.71,27.5,85.3 ,-0.1
213.875,0,0.307698217,0,0.034,0.88,26.5,88.2 ,0
213.9166667,0,0.307698217,0,0.017,0.38,25.5,92.0 ,0
213.9583333,0,0.307698217,0,0.034,0.30,24.7,93.6 ,-0.1
214,0,0.307698217,0,0.034,0.34,24.5,94.4 ,0
214.0416667,0,0.307698217,0,0.034,0.33,24.2,95.1 ,-0.1
214.0833333,0,0.307698217,0,0.017,0.41,24.1,94.9 ,0
214.125,0,0.307698217,0,0.034,0.47,23.9,96.2 ,0
214.1666667,0,0.307698217,0,0.034,0.47,23.6,96.2 ,0
214.2083333,0,0.307698217,0,0.017,0.42,23.5,96.2 ,-0.1
214.25,0,0.307698217,1,0.034,0.46,23.5,96.7 ,0
214.2916667,0,0.307698217,18,0.034,0.45,23.5,97.3 ,-0.1
214.3333333,0,0.278168971,92,0.017,0.47,23.8,99.2 ,0
214.375,0,0.278168971,315,0.034,0.63,25.3,99.1 ,0
214.4166667,0,0.250386064,496,0.034,0.79,27.6,89.4 ,-0.1
214.4583333,0,0.250386064,642,0.034,1.21,28.9,80.4 ,-0.1
214.5,0,0.250386064,802,0.034,1.85,29.7,71.5 ,-0.1
214.5416667,0,0.250386064,791,0.034,1.31,30.4,69.7 ,-0.1
214.5833333,0,0.250386064,450,0.034,1.56,29.8,70.7 ,0
214.625,0,0.250386064,275,0.034,1.08,29.2,72.8 ,-0.1
214.6666667,0,0.250386064,266,0.017,0.69,28.4,78.4 ,-0.1
214.7083333,0,0.250386064,181,0.034,0.76,28.3,78.8 ,0
214.75,0,0.278168971,81,0.017,0.38,27.8,81.5 ,0
214.7916667,0,0.278168971,36,0.034,0.49,27.0,85.3 ,-0.1
214.8333333,0,0.278168971,4,0.017,0.33,26.5,86.3 ,0
214.875,0,0.278168971,0,0.034,0.36,26.3,87.5 ,-0.1
214.9166667,0,0.278168971,0,0.017,0.36,25.9,89.3 ,0
214.9583333,0,0.278168971,0,0.034,0.40,25.8,90.1 ,-0.1
215,0,0.278168971,0,0.017,0.54,25.9,90.5 ,0
215.0416667,0,0.278168971,0,0.034,0.73,26.1,89.7 ,0
215.0833333,0,0.278168971,0,0.017,1.36,26.8,85.3 ,-0.1
215.125,0,0.278168971,0,0.017,1.24,26.7,84.9 ,0
215.1666667,0,0.278168971,0,0.034,1.10,26.1,88.1 ,0
215.2083333,0,0.278168971,0,0.017,1.36,26.1,87.9 ,-0.1
215.25,0,0.278168971,2,0.034,1.26,26.2,86.5 ,0
215.2916667,0,0.278168971,31,0.017,1.01,26.1,87.1 ,0
215.3333333,0,0.278168971,91,0.017,1.01,26.1,89.3 ,-0.1
215.375,0,0.278168971,196,0.034,0.96,26.6,89.5 ,0
215.4166667,0,0.250386064,571,0.017,1.68,28.5,83.4 ,-0.1
215.4583333,0,0.250386064,662,0.034,1.88,29.5,77.2 ,-0.1
215.5,0,0.250386064,372,0.017,1.59,29.4,75.7 ,0
215.5416667,0,0.250386064,407,0.034,1.92,29.4,74.8 ,-0.1
215.5833333,0,0.250386064,517,0.017,1.78,29.8,74.5 ,-0.1
215.625,0,0.250386064,398,0.017,1.98,29.9,74.1 ,-0.1
215.6666667,0,0.250386064,285,0.034,1.78,29.5,74.5 ,0
215.7083333,0,0.250386064,228,0.017,1.72,29.3,75.1 ,-0.1
215.75,0,0.278168971,96,0.017,1.73,28.9,73.6 ,0
215.7916667,0,0.224316711,27,0.017,0.61,27.8,81.2 ,-0.1
215.8333333,0,0.224316711,6,0.034,0.93,27.0,84.3 ,0
215.875,0,0.250386064,0,0.017,0.48,26.2,87.7 ,-0.1
215.9166667,0,0.224316711,0,0.017,0.39,25.7,90.1 ,0
215.9583333,0,0.224316711,0,0.017,0.89,25.9,89.5 ,0
216,0,0.224316711,0,0.017,0.80,26.2,88.1 ,0
216.0416667,0,0.224316711,0,0.034,0.93,26.4,86.9 ,-0.1
216.0833333,0,0.224316711,0,0.017,1.22,26.8,84.1 ,0
216.125,0,0.224316711,0,0.017,1.37,26.9,84.0 ,-0.1
216.1666667,0,0.224316711,0,0.017,1.36,26.9,83.6 ,0
216.2083333,0,0.224316711,0,0.017,1.25,26.7,84.0 ,0
216.25,0,0.224316711,3,0.017,1.49,26.6,84.1 ,0
216.2916667,0,0.224316711,49,0.034,0.93,26.4,85.6 ,-0.1
216.3333333,0,0.199927219,147,0.017,0.89,26.6,87.9 ,0
216.375,0,0.199927219,203,0.017,0.64,27.0,87.8 ,0
216.4166667,0,0.199927219,261,0.017,1.53,27.8,83.8 ,-0.1
216.4583333,0,0.199927219,301,0.034,0.93,28.1,82.6 ,0
216.5,0,0.17718292,493,0.017,1.49,29.0,80.6 ,-0.1
216.5416667,0,0.199927219,332,0.017,1.78,28.7,79.6 ,0
216.5833333,0,0.199927219,375,0.017,1.72,29.0,78.9 ,-0.1
216.625,0,0.199927219,389,0.034,1.91,29.2,77.9 ,-0.1
216.6666667,0,0.199927219,171,0.017,1.05,28.9,79.2 ,0
216.75,0,0.199927219,76,0.017,0.56,27.9,84.0 ,-0.1
216.7916667,0,0.199927219,50,0.017,0.59,27.6,84.6 ,-0.1
216.8333333,0,0.199927219,3,0.017,0.91,26.9,85.7 ,-0.1
216.875,0,0.199927219,0,0.017,0.98,26.5,86.6 ,0
216.9166667,0,0.199927219,0,0.017,0.67,26.2,87.5 ,-0.1
216.9583333,0,0.199927219,0,0.017,0.63,25.9,87.9 ,0
217,0,0.199927219,0,0.017,0.85,26.0,87.1 ,0
217.0416667,0,0.199927219,0,0.017,0.59,25.9,87.9 ,-0.1
217.0833333,0,0.199927219,0,0.017,0.56,25.6,88.1 ,0
217.125,0,0.199927219,0,0.017,0.46,25.2,90.1 ,-0.1
217.1666667,0,0.199927219,0,0.017,0.17,24.8,92.4 ,0
217.2083333,0,0.199927219,0,0.017,0.29,24.6,93.2 ,-0.1
217.25,0,0.199927219,3,0.017,0.49,24.7,93.0 ,0
217.2916667,0,0.199927219,41,0.017,0.57,25.1,92.3 ,-0.1
217.3333333,0,0.199927219,89,0.017,0.70,25.9,90.5 ,0
217.375,0,0.17718292,397,0.017,1.10,27.9,85.7 ,0
217.4166667,0,0.156048097,459,0.017,1.09,28.9,83.3 ,-0.1
217.4583333,0,0.17718292,377,0.017,1.09,28.8,83.2 ,-0.1
217.5,0.003235803,0.17718292,333,0.017,1.17,28.9,81.9 ,0
217.5416667,0.005644961,0.17718292,252,0.017,0.91,28.9,82.3 ,-0.1
217.5833333,0.001578469,0.17718292,296,0.017,0.86,29.0,83.1 ,-0.1
217.625,0.001578469,0,209,0.017,0.58,29.2,83.4 ,0
217.6666667,0.001578469,0,221,0.017,0.83,29.2,82.8 ,-0.1
217.7083333,0.001578469,0,154,0.017,0.64,29.1,82.8 ,-0.1
217.75,0.001578469,0,80,0.017,0.66,28.5,83.6 ,-0.1
217.7916667,0.001578469,0,33,0.000,0.88,28.0,84.4 ,-0.1
217.8333333,0.001578469,0,3,0.017,0.30,27.2,86.9 ,-0.1
217.875,0.003235803,0,0,0.017,0.24,26.5,89.6 ,-0.1
217.9166667,0.003235803,0,0,0.017,0.27,26.0,91.0 ,-0.1
217.9583333,0.003235803,0,0,0.017,0.28,25.9,91.9 ,-0.1
218,0.005644961,0,0,0.017,0.29,25.9,93.3 ,-0.1
218.0416667,0.005644961,0,0,0.000,0.25,25.1,93.9 ,-0.1
218.0833333,0.005644961,0,0,0.017,0.21,24.5,93.8 ,-0.1
218.125,0.005644961,0,0,0.017,0.24,24.2,94.6 ,-0.1
218.1666667,0.003235803,0,0,0.017,0.34,24.3,94.8 ,-0.1
218.2083333,0.005644961,0,0,0.000,0.37,24.5,95.4 ,0
218.25,0.005644961,0,2,0.017,0.45,24.8,95.5 ,-0.1
218.2916667,0.000573605,0,56,0.017,0.52,25.2,96.3 ,-0.1
218.3333333,0.000573605,0,198,0.017,0.66,26.7,97.4 ,-0.1
218.375,0.000573605,0,259,0.017,0.48,27.9,91.4 ,-0.1
218.4166667,0.000573605,0,415,0.017,0.56,28.7,88.6 ,-0.1
218.4583333,0.000573605,0,403,0.017,0.75,29.4,85.3 ,-0.1
218.5,0.000573605,0,512,0.017,1.09,29.6,83.5 ,-0.1
218.5416667,0.000573605,0,328,0.000,1.19,29.1,81.2 ,-0.2
218.5833333,0.000573605,0,268,0.017,0.67,28.6,85.9 ,-0.2
218.625,0.000573605,0,233,0.017,0.54,28.8,85.9 ,-0.1
218.6666667,0.003235803,0,195,0.017,0.46,28.5,86.7 ,-0.2
218.7083333,0.003235803,0,118,0.000,0.46,28.3,85.6 ,-0.1
218.75,0.003235803,0,93,0.017,0.34,28.0,87.0 ,-0.2
218.7916667,0.003235803,0,60,0.017,0.40,27.9,87.0 ,-0.2
218.8333333,0.003235803,0,2,0.000,0.36,27.2,88.1 ,-0.1
218.875,0.003235803,0,0,0.017,0.43,26.5,90.2 ,-0.2
218.9166667,0.003235803,0,0,0.017,0.40,26.3,91.2 ,-0.1
218.9583333,0.003235803,0,0,0.017,0.67,26.5,90.2 ,-0.1
219,0.001578469,0,0,0.000,0.91,27.1,86.8 ,-0.2
219.0416667,0.001578469,0,0,0.017,0.88,27.2,85.7 ,-0.1
219.0833333,0.001578469,0,0,0.017,1.60,27.4,82.7 ,0.1
219.125,0.003235803,0.000101543,0,0.017,2.72,26.7,86.5 ,0.3
219.1666667,0.003235803,0.000101543,0,0.017,2.68,25.9,91.6 ,0.4
219.2083333,0.003235803,0.000101543,0,0.017,2.75,25.6,93.7 ,0.4
219.25,0.003235803,0,1,0.017,2.35,25.8,92.6 ,0.3
219.2916667,0.003235803,0,22,0.017,2.59,26.9,86.0 ,0.2
219.3333333,0.003235803,0,75,0.000,3.09,27.5,82.8 ,0.2
219.375,0.003235803,0,155,0.017,2.60,27.8,82.0 ,0.2
219.4166667,0.003235803,0,115,0.017,2.79,27.3,82.9 ,0.3
219.4583333,0.003235803,0,87,0.017,2.92,27.2,83.0 ,0.2
219.5,0.003235803,0,125,0.017,2.22,26.6,87.8 ,0.3
219.5416667,0.003235803,0.000101543,78,0.017,2.15,26.3,89.6 ,0.6
219.5833333,0.003235803,0,131,0.017,1.98,26.5,90.9 ,0.4
219.625,0.003235803,0,140,0.034,2.69,26.7,90.2 ,0.3
219.6666667,0.003235803,0,153,0.017,2.74,26.7,89.9 ,0.2
219.7083333,0.003235803,0,99,0.017,2.23,27.1,88.2 ,0.2
219.75,0.003235803,0,185,0.034,2.01,27.9,87.1 ,0.3
219.7916667,0.003235803,0,49,0.017,2.11,27.7,86.1 ,0.1
219.8333333,0.003235803,0,2,0.034,1.43,27.4,85.4 ,0.1
219.875,0.003235803,0,0,0.289,0.93,27.1,86.8 ,0
219.9166667,0.001578469,0,0,0.306,1.27,27.2,86.3 ,0
219.9583333,0.001578469,0,0,0.357,1.06,26.8,88.0 ,0
220,0.001578469,0,0,0.426,1.22,26.8,87.7 ,0.1
220.0416667,0.003235803,0,0,0.885,1.07,26.7,88.4 ,-0.1
220.0833333,0.001578469,0,0,1.072,1.38,26.7,88.0 ,0
220.125,0.001578469,0,0,1.089,1.49,26.6,89.2 ,0.1
220.1666667,0.001578469,0,0,1.055,1.17,26.3,89.5 ,0.1
220.2083333,0.001578469,0,0,0.885,0.75,26.2,90.2 ,0
220.25,0.001578469,0,0,0.834,0.60,26.0,91.0 ,0
220.2916667,0.000573605,0,17,0.766,0.37,24.7,93.7 ,0
220.3333333,0.001578469,0.000101543,20,0.766,0.48,24.6,94.2 ,0.3
220.375,0.000573605,0.000101543,77,1.447,0.56,25.2,95.9 ,0.4
220.4166667,0.000573605,0,136,1.953,0.69,26.0,96.9 ,0.3
220.4583333,0.000573605,0,146,1.783,0.60,26.2,95.6 ,0.2
220.5,0.001578469,0.000101543,153,1.481,0.57,26.1,94.4 ,0.1
220.5416667,0.001578469,0.000101543,113,1.328,0.47,25.5,93.9 ,0.2
220.5833333,0.001578469,0.000101543,62,1.191,1.00,26.0,91.6 ,0.1
220.625,0.001578469,0.000101543,37,1.209,0.81,25.9,92.2 ,0.1
220.6666667,0.001578469,0.000101543,9,1.362,1.27,25.9,92.1 ,0.4
220.7083333,0.001578469,0.000573605,8,1.617,0.34,24.8,95.6 ,1.1
220.75,0.001578469,0.031719426,8,1.651,0.91,24.5,95.3 ,0.6
220.7916667,0.001578469,0.118458266,2,1.651,0.49,24.3,95.7 ,0.2
220.8333333,0.001578469,0.250386064,0,1.715,0.52,24.3,96.5 ,0.3
220.875,0.001578469,0.224316711,0,1.766,0.65,24.0,96.6 ,-0.1
220.9166667,0.001578469,0.339005737,0,1.783,0.50,24.2,96.5 ,0.2
220.9583333,0.001578469,0.443905671,0,1.919,0.47,24.0,96.7 ,0.1
221,0.001578469,2.651802085,0,2.362,0.75,24.4,95.8 ,0.9
221.0416667,0.008892475,4.882878358,0,3.043,1.22,25.1,96.3 ,0.5
221.0833333,0.005644961,5.86604693,0,2.634,1.28,24.3,97.8 ,0.1
221.125,0.001578469,2.338625035,0,2.498,0.89,24.0,96.1 ,-0.8
221.1666667,0,1.695966395,0,2.413,2.31,25.3,94.6 ,-0.2
221.2083333,0.001578469,2.761369442,0,2.174,2.48,24.6,96.6 ,0.4
221.25,0,1.78040211,0,2.209,1.90,24.8,96.5 ,-0.4
221.2916667,0,1.239087133,1,2.140,2.42,24.8,97.5 ,-0.2
221.3333333,0,1.613934093,2,2.089,2.87,24.3,97.8 ,0.2
221.375,0.000101543,1.695966395,10,1.987,2.13,24.4,96.3 ,0
221.4166667,0,1.171029737,46,1.936,1.72,24.6,97.5 ,-0.1
221.4583333,0,0.921095488,115,2.106,1.54,25.0,99.0 ,-0.1
221.5,0.003235803,2.338625035,16,2.089,1.54,25.2,97.1 ,0.5
221.5416667,0.003235803,1.613934093,23,1.970,1.42,25.2,97.3 ,-0.1
221.5833333,0.000101543,1.171029737,69,1.953,2.07,25.0,98.1 ,-0.3
221.625,0,0.705707007,125,1.868,1.69,25.3,97.8 ,-0.3
221.6666667,0,0.657074634,135,1.783,1.58,25.5,97.6 ,0
221.7083333,0,0.443905671,77,1.685,1.37,25.9,97.9 ,-0.1
221.75,0,0.372122673,30,1.532,1.74,25.6,95.9 ,-0.1
221.7916667,0,0.250386064,23,1.379,1.30,25.4,95.8 ,-0.1
221.8333333,0,0.156048097,3,1.243,1.32,25.0,95.3 ,-0.1
221.875,0,0.10192578,0,1.123,1.11,24.8,95.2 ,-0.1
221.9166667,0,0.086847586,0,1.004,1.53,25.0,94.4 ,-0.1
221.9583333,0,0.060882517,0,0.902,1.57,25.4,92.6 ,-0.1
222,0,0.049905276,0,0.817,1.73,25.8,92.2 ,0
222.0416667,0,0.049905276,0,0.800,2.57,26.0,91.5 ,0
222.0833333,0,0.040201175,0,0.698,3.10,26.5,87.8 ,0
222.125,0,0.031719426,0,0.596,3.70,26.6,85.0 ,-0.1
222.1666667,0,0.024406441,0,0.511,2.85,26.6,84.5 ,0
222.2083333,0,0.024406441,0,0.443,2.74,27.1,81.7 ,-0.1
222.25,0,0.018205417,3,0.323,1.79,27.0,81.8 ,0
222.2916667,0,0.013055782,50,0.272,1.80,27.2,82.2 ,-0.1
222.3333333,0,0.013055782,143,0.204,1.21,27.5,83.6 ,-0.1
222.375,0,0.013055782,181,0.170,1.66,27.7,81.6 ,0
222.4166667,0,0.008892475,320,0.136,1.45,28.0,82.8 ,-0.1
222.4583333,0,0.008892475,323,0.068,1.76,28.4,80.3 ,-0.1
222.5,0,0.005644961,733,0.034,1.82,29.4,78.8 ,0
222.5416667,0,0.003235803,725,0.000,2.63,29.8,75.7 ,-0.2
222.5833333,0,0.003235803,907,0.000,2.37,30.5,72.6 ,0
222.625,0,0.005644961,702,0.000,2.49,30.4,71.4 ,-0.1
222.6666667,0,0.003235803,397,0.000,2.37,30.0,72.8 ,-0.1
222.7083333,0,0.003235803,366,0.000,1.91,29.6,74.7 ,0
222.75,0,0.001578469,94,0.000,0.85,28.6,79.2 ,-0.1
222.7916667,0,0.001578469,36,0.000,0.71,27.5,83.3 ,0
222.8333333,0,0.001578469,1,0.000,0.46,26.5,88.4 ,0
222.875,0,0.001578469,0,0.000,0.50,26.0,89.3 ,-0.1
222.9166667,0,0.000573605,0,0.000,0.35,25.8,90.5 ,0
222.9583333,0,0.000573605,0,0.443,0.37,25.6,91.7 ,0
223,0,0.000573605,0,0.936,0.63,25.6,92.1 ,0.1
223.0416667,0,0.000573605,0,0.885,1.03,25.6,91.2 ,0
223.0833333,0,0.000573605,0,0.783,0.77,25.5,91.5 ,0.1
223.125,0,0.000573605,0,0.477,0.76,25.6,92.6 ,0
223.1666667,0,0.001578469,0,2.872,0.83,25.6,93.9 ,0.6
223.2083333,0,0.013055782,0,7.157,0.44,25.4,95.2 ,0.5
223.25,0,0.040201175,1,3.060,0.67,25.5,95.7 ,0.2
223.2916667,0,0.073181235,4,2.481,0.84,25.3,96.0 ,0.1
223.3333333,0.000573605,2.338625035,7,8.685,0.76,25.0,95.8 ,1.1
223.375,0,1.78040211,112,10.660,0.72,25.3,97.8 ,-0.3
223.4166667,0.000101543,1.171029737,153,2.174,0.98,26.2,99.1 ,-0.1
223.4583333,0,0.756400174,141,1.698,0.99,26.3,96.6 ,-0.3
223.5,0,0.565888725,106,2.209,1.46,26.1,94.0 ,0
223.5416667,0,0.482630463,94,1.800,0.77,25.9,95.2 ,-0.1
223.5833333,0,0.278168971,106,0.613,0.66,26.3,96.4 ,-0.1
223.625,0.000573605,2.651802085,71,10.217,0.68,25.7,97.5 ,1.1
223.6666667,0.000101543,3.10585824,38,12.068,1.09,25.5,96.8 ,0.1
223.7083333,0.000573605,2.873555587,23,12.443,1.17,25.4,96.2 ,-0.1
223.75,0,1.171029737,61,6.068,1.37,25.4,95.4 ,-0.7
223.7916667,0,0.657074634,25,0.000,1.83,26.1,88.9 ,-0.3
223.8333333,0,0.339005737,2,0.000,1.19,26.0,88.5 ,-0.1
223.875,0,0.199927219,0,0.102,1.21,26.2,88.7 ,-0.2
223.9166667,0,0.136485904,0,0.034,0.78,25.5,92.0 ,-0.1
223.9583333,0,0.10192578,0,0.068,0.69,25.3,92.8 ,-0.1
224,0,0.060882517,0,0.255,1.32,25.6,91.8 ,-0.1
224.0416667,0,0.040201175,0,0.000,1.79,27.0,88.4 ,0
224.0833333,0,0.040201175,0,0.000,1.42,27.1,86.6 ,-0.1
224.125,0,0.024406441,0,0.000,1.84,27.3,85.2 ,0
224.1666667,0,0.018205417,0,0.000,1.71,27.1,85.0 ,-0.1
224.2083333,0,0.018205417,0,0.000,1.47,26.7,85.8 ,-0.1
224.25,0,0.013055782,1,0.000,1.40,26.5,85.0 ,0
224.2916667,0,0.013055782,76,0.000,1.66,26.9,84.7 ,-0.1
224.3333333,0,0.008892475,223,0.000,1.51,27.4,84.4 ,0
224.375,0,0.008892475,294,0.000,1.30,27.7,84.7 ,-0.1
224.4166667,0,0.005644961,473,0.000,1.66,28.7,82.7 ,-0.1
224.4583333,5.19882668,0.003235803,278,0.000,0.99,29.0,81.3 ,0.3
224.5,4.729262015,2.048334347,307,1.970,1.64,27.7,86.2 ,1.7
224.5416667,3.474411799,2.651802085,85,5.711,0.79,25.3,96.0 ,0.1
224.5833333,0,4.882878358,48,6.919,0.78,25.2,95.7 ,-0.2
224.625,0,1.78040211,62,6.340,0.82,25.1,97.5 ,-0.8
224.6666667,0,0.756400174,48,5.268,0.49,25.1,96.3 ,-0.3
224.7083333,0,0.339005737,28,2.464,0.78,25.2,96.5 ,-0.3
224.75,0,0.17718292,38,0.238,0.69,24.9,97.0 ,-0.2
224.7916667,0,0.10192578,54,0.919,1.38,24.9,97.1 ,-0.1
224.8333333,0,0.031719426,2,0.068,1.14,25.1,95.8 ,-0.1
224.875,0,0.013055782,0,0.000,0.94,25.2,96.0 ,-0.2
224.9166667,0,0.008892475,0,0.000,0.90,25.3,96.0 ,-0.1
224.9583333,0,0.008892475,0,0.000,1.04,25.4,96.4 ,-0.1
225,0,0.005644961,0,0.017,0.87,25.5,96.4 ,-0.1
225.0416667,0,0.003235803,0,0.000,1.13,25.6,96.2 ,0
225.0833333,0,0.003235803,0,0.000,1.18,25.8,96.4 ,-0.1
225.125,0,0.003235803,0,0.000,1.57,25.9,96.1 ,-0.1
225.1666667,0,0.003235803,0,0.000,1.55,25.7,95.6 ,0
225.2083333,0,0.001578469,0,0.000,1.56,25.8,95.3 ,-0.1
225.25,0,0.001578469,0,0.000,1.86,25.7,95.9 ,0
225.2916667,0,0.000573605,20,0.630,2.04,25.7,95.7 ,0
225.3333333,0,0.001578469,170,0.017,2.13,25.9,98.9 ,0
225.375,0,0.000573605,80,0.085,1.73,26.7,94.3 ,-0.1
225.4166667,0,0.000573605,142,0.238,1.39,27.2,93.9 ,0
225.4583333,0,0.000573605,280,0.000,1.18,27.8,91.3 ,0
225.5,0,0.000573605,242,1.157,1.09,27.8,94.3 ,0.1
225.5416667,0,0.000573605,169,0.102,0.99,28.0,93.1 ,0
225.5833333,0,0.000573605,516,0.034,1.02,28.6,93.3 ,-0.1
225.625,0,0.000573605,332,0.000,1.29,29.5,86.2 ,0
225.6666667,0,0.000573605,291,0.000,1.30,29.9,81.4 ,0
225.7083333,0,0.000573605,144,0.000,1.42,29.3,81.6 ,0
225.75,0,0.000573605,142,0.000,1.74,29.2,80.8 ,-0.1
225.7916667,0,0.000573605,61,0.000,1.46,29.3,79.0 ,-0.1
225.8333333,0,0.000573605,2,0.000,1.24,28.4,81.0 ,0
