DAT,WL_Flume (m3/hour),WL_Flume_OUT (m3/hour),Solar (W/m2),Precipitation (mm),WindSpeed (m/s),AirTemp (DegC),RH (%),delta PD (mm)
176.125,0.008892475,0,0,0.000,0.18,19.0,92.7 ,-0.1
176.1666667,0.005644961,0,0,0.000,0.27,19.0,93.3 ,-0.1
176.2083333,0.005644961,0,0,0.000,0.27,19.2,93.7 ,0
176.25,0.003235803,0,9,0.000,0.33,19.2,94.1 ,-0.1
176.2916667,0.000573605,0,40,0.000,0.32,19.5,94.1 ,0
176.3333333,0,0,45,0.000,0.27,20.1,93.0 ,0
176.375,0,0,101,0.000,0.42,20.5,92.5 ,-0.1
176.4166667,0,0,175,0.000,0.37,21.8,89.3 ,0
176.4583333,0,0,147,0.000,0.52,22.8,84.3 ,0
176.5,0,0,189,0.221,0.69,23.0,86.2 ,0
176.5416667,0,0,235,0.170,0.54,23.1,90.5 ,0.1
176.5833333,0,0,129,0.000,0.59,23.4,88.4 ,-0.1
176.625,0,0,80,1.902,0.63,22.8,90.5 ,0.2
176.6666667,0,0,78,3.315,0.43,22.1,94.2 ,0.3
176.7083333,0,0,36,4.745,0.71,22.0,94.8 ,0.5
176.75,0.000101543,0.013055782,19,8.451,0.50,21.7,95.7 ,0.7
176.7916667,0.000101543,0.136485904,11,5.455,0.38,21.9,96.1 ,0.4
176.8333333,0,0.482630463,3,3.570,0.44,22.1,96.2 ,0.3
176.875,0.000101543,0.809179451,0,2.736,0.48,22.5,96.6 ,0.2
176.9166667,0,0.756400174,0,0.698,0.47,22.5,97.1 ,0
176.9583333,0,0.705707007,0,0.187,0.40,22.5,97.4 ,-0.1
177,0,0.657074634,0,0.306,0.40,22.2,98.0 ,0
177.0416667,0,0.482630463,0,0.017,0.39,22.1,97.5 ,-0.2
177.0833333,0,0.443905671,0,0.000,0.68,22.0,96.6 ,0
177.125,0,0.339005737,0,0.017,0.98,22.6,96.1 ,-0.1
177.1666667,0,0.278168971,0,0.000,0.61,22.9,95.6 ,-0.1
177.2083333,0,0.199927219,0,0.000,0.60,22.8,94.7 ,0
177.25,0,0.17718292,7,0.000,0.55,22.8,94.6 ,-0.1
177.2916667,0,0.086847586,38,0.000,0.61,22.9,95.1 ,0
177.3333333,0,0.086847586,56,0.102,0.95,23.1,94.8 ,-0.1
177.375,0,0.086847586,118,0.017,0.63,23.3,95.6 ,0
177.4166667,0,0.073181235,194,0.000,0.94,24.0,92.0 ,-0.1
177.4583333,0,0.060882517,289,0.000,1.49,24.5,89.8 ,0
177.5,0,0.040201175,225,0.204,1.79,24.3,90.4 ,0.1
177.5416667,0,0.031719426,199,0.885,0.76,23.2,96.0 ,0
177.5833333,0,0.031719426,191,0.919,1.53,23.0,95.7 ,0.1
177.625,0,0.031719426,134,1.038,0.75,22.7,96.3 ,0
177.6666667,0,0.031719426,135,0.221,1.26,23.1,94.1 ,0
177.7083333,0,0.024406441,100,0.255,0.94,23.0,95.1 ,0
177.75,0,0.013055782,55,0.000,1.11,23.3,93.4 ,-0.1
177.7916667,0,0.013055782,21,0.000,1.28,23.2,92.0 ,0
177.8333333,0,0.018205417,3,0.374,0.76,22.9,93.7 ,0
177.875,0,0.013055782,0,0.000,0.81,22.7,93.6 ,-0.1
177.9166667,0,0.008892475,0,0.000,0.66,22.4,94.2 ,-0.1
177.9583333,0,0.005644961,0,0.000,0.64,21.8,95.1 ,0
178,0,0.005644961,0,0.000,0.53,21.3,95.0 ,-0.1
178.0416667,0,0.003235803,0,0.000,0.42,20.3,96.4 ,0
178.0833333,0,0.008892475,0,0.000,0.52,20.0,94.5 ,-0.1
178.125,0,0.001578469,0,0.000,0.46,19.7,95.5 ,0
178.1666667,0,0.000573605,0,0.000,0.33,19.3,96.6 ,-0.1
178.2083333,0,0.000573605,0,0.000,0.43,19.0,96.8 ,0
178.25,0,0.000573605,5,0.017,0.26,18.4,97.5 ,-0.1
178.2916667,0,0.000573605,80,0.017,0.33,18.1,99.1 ,0
178.3333333,0,0.000101543,357,0.017,0.73,20.3,98.2 ,-0.2
178.375,0,0.000101543,541,0.000,0.64,23.3,86.3 ,0.1
178.4166667,0,0.000101543,736,0.000,1.28,24.8,76.5 ,0
178.4583333,0,0,877,0.000,1.06,25.8,71.5 ,0
178.5,0,0,953,0.000,0.98,26.7,69.3 ,0
178.5416667,0,0,979,0.000,1.03,27.4,65.9 ,0
178.5833333,0,0,927,0.000,1.00,28.5,64.4 ,0
178.625,0,0,811,0.000,0.81,28.9,63.0 ,-0.1
178.6666667,0,0,605,0.000,1.19,29.2,63.2 ,-0.2
178.7083333,0,0,457,0.000,1.17,28.9,60.0 ,-0.7
178.7916667,0,0,57,0.000,1.17,26.7,69.9 ,-0.2
178.8333333,0,0,15,0.000,0.92,25.0,76.7 ,-0.1
178.875,0,0,0,0.000,1.28,23.8,81.5 ,-0.1
178.9166667,0,0,0,0.000,0.71,22.9,85.6 ,-0.1
178.9583333,0,0,0,0.000,0.77,22.4,86.7 ,0
179,0,0,0,0.000,0.63,21.7,89.8 ,-0.1
179.0416667,0,0,0,0.000,0.40,21.0,92.8 ,-0.1
179.0833333,0,0,0,0.000,0.27,20.3,93.7 ,0
179.125,0,0,0,0.000,0.24,19.7,95.1 ,0
179.1666667,0,0,0,0.000,0.23,19.2,96.0 ,-0.1
179.2083333,0,0,0,0.000,0.18,19.1,96.0 ,0
179.25,0,0,9,0.000,0.45,19.1,97.7 ,-0.1
179.2916667,0,0,68,0.000,0.37,18.9,99.7 ,0
179.3333333,0,0,200,0.000,0.29,20.3,98.9 ,0
179.375,0,0,360,0.000,0.52,22.6,92.5 ,0
179.4166667,0,0,480,0.000,0.78,24.3,85.0 ,0
179.4583333,0,0,692,0.000,0.77,26.3,74.6 ,0
179.5,0,0,556,0.000,1.55,27.2,64.7 ,0
179.5416667,0,0,563,0.000,0.76,27.5,66.6 ,-0.1
179.5833333,0,0,724,0.000,0.57,28.9,63.6 ,0
179.625,0,0,313,0.000,0.44,28.5,65.7 ,0
179.6666667,0,0,542,0.000,0.47,29.1,62.3 ,0
179.7083333,0,0,377,0.000,0.49,29.5,61.2 ,0
179.75,0,0,156,0.000,0.64,28.7,67.4 ,-0.1
179.7916667,0,0,61,0.000,0.79,27.1,75.8 ,0
179.8333333,0,0,16,0.000,0.45,25.4,78.3 ,-0.1
179.875,0,0,0,0.000,0.39,24.0,83.7 ,-0.1
179.9166667,0,0,0,0.000,0.24,22.8,89.5 ,0
179.9583333,0,0,0,0.000,0.14,22.0,91.8 ,-0.1
180,0,0,0,0.000,0.19,21.5,93.4 ,0
180.0416667,0,0,0,0.000,0.19,21.1,94.6 ,-0.1
180.0833333,0,0,0,0.000,0.21,20.7,94.5 ,0
180.125,0,0,0,0.000,0.22,20.3,95.5 ,-0.1
180.1666667,0,0,0,0.000,0.24,19.9,96.0 ,0
180.2083333,0,0,0,0.000,0.24,19.5,96.3 ,-0.1
180.25,0,0,12,0.000,0.25,19.2,96.7 ,0
180.2916667,0,0,116,0.000,0.43,19.7,99.4 ,0
180.3333333,0,0,310,0.000,0.32,22.0,97.9 ,-0.1
180.375,0,0,499,0.000,0.72,25.4,84.7 ,0
180.4166667,0,0,679,0.000,0.96,27.3,73.0 ,0
180.4583333,0,0,780,0.000,0.94,28.6,64.4 ,0
180.5,0,0,557,0.000,1.13,28.6,64.5 ,0
180.5416667,0,0,726,0.000,0.86,29.2,63.5 ,0
180.5833333,0,0,806,0.000,1.41,29.8,59.5 ,0
180.625,0,0,641,0.000,1.35,30.0,58.6 ,-0.1
180.6666667,0,0,517,0.000,1.31,30.1,58.3 ,0
180.7083333,0,0,411,0.000,1.16,29.8,59.5 ,-0.1
180.75,0,0,131,0.000,1.63,29.0,63.7 ,-0.1
180.7916667,0,0,47,0.000,0.95,27.6,68.9 ,0
180.8333333,0,0,10,0.000,0.41,26.2,76.1 ,-0.1
180.875,0,0,0,0.000,0.52,24.7,82.9 ,-0.1
180.9166667,0,0,0,0.000,0.42,23.5,88.1 ,-0.1
180.9583333,0,0,0,0.000,0.29,22.4,91.0 ,0
181,0,0,0,0.000,0.19,21.8,92.9 ,-0.1
181.0416667,0,0,0,0.000,0.17,21.2,93.9 ,0
181.0833333,0,0,0,0.000,0.22,20.8,94.4 ,-0.1
181.125,0,0,0,0.000,0.28,20.4,95.4 ,0
181.1666667,0,0,0,0.000,0.25,20.2,96.0 ,-0.1
181.2083333,0,0,0,0.000,0.20,20.6,96.0 ,0
181.25,0,0,4,0.000,0.33,21.1,96.5 ,-0.1
181.2916667,0,0,19,0.000,0.21,21.4,95.5 ,0
181.3333333,0,0,55,0.000,0.39,21.9,95.2 ,0
181.375,0,0,133,0.000,0.42,22.6,94.0 ,0
181.4166667,0,0,71,0.000,0.45,23.2,90.2 ,0
181.4583333,0,0,116,0.000,0.41,23.5,89.1 ,0
181.5,0,0,233,0.000,0.86,23.9,87.8 ,0
181.5416667,0,0,146,0.340,0.54,23.9,86.9 ,0
181.5833333,0,0,65,1.294,0.84,22.6,93.1 ,0.5
181.625,0,0,44,0.289,0.97,20.0,97.6 ,0.3
181.6666667,0,0,32,0.238,0.37,19.9,97.3 ,0.3
181.7083333,0,0,45,0.374,1.04,19.6,98.6 ,1.7
181.75,0,0,37,0.272,0.72,19.8,99.3 ,0.1
181.7916667,0,0,3,0.204,0.50,19.9,98.3 ,0.4
181.8333333,0,2.239344302,0,0.187,0.71,19.8,98.5 ,1.3
181.875,0,7.149704112,0,0.170,0.73,19.7,98.5 ,1
181.9166667,0,9.707417435,0,0.136,0.61,20.0,98.1 ,0.9
181.9583333,0,10.17903785,0,0.153,0.69,19.9,98.9 ,0.2
182,0,5.694785615,0,0.153,0.91,20.3,97.5 ,-1.2
182.0416667,0,2.651802085,0,0.170,1.39,22.0,97.3 ,-0.6
182.0833333,0,1.534284402,0,0.136,1.84,21.0,99.4 ,-0.3
182.125,0,0.980280821,0,0.136,1.76,20.2,100.0 ,-0.2
182.1666667,0,0.705707007,0,0.085,1.26,20.1,99.4 ,-0.1
182.2083333,0,0.523282206,0,0.068,1.35,20.1,99.3 ,-0.2
182.25,0,0.443905671,3,0.068,2.02,20.5,97.2 ,0
182.2916667,0,0.339005737,64,0.034,2.60,21.3,94.9 ,-0.1
182.3333333,0,0.250386064,102,0.034,3.07,21.3,95.5 ,-0.1
182.375,0,0.17718292,341,0.017,3.16,21.9,94.6 ,-0.1
182.4166667,0,0.086847586,726,0.034,3.29,23.0,89.4 ,0
182.4583333,0,0.049905276,691,0.034,2.52,23.6,83.7 ,-0.1
182.5,0,0.013055782,491,0.017,1.73,24.0,79.0 ,0
182.5416667,0,0.001578469,850,0.034,2.22,25.4,69.4 ,0
182.5833333,0,0.000101543,828,0.017,1.93,26.0,65.0 ,-0.1
182.625,0,0,421,0.017,1.75,25.2,65.5 ,0
182.6666667,0,0,499,0.000,2.65,25.0,65.1 ,-0.1
182.7083333,0,0,373,0.017,2.91,24.6,64.1 ,-0.1
182.75,0,0,114,0.000,1.20,23.8,66.3 ,-0.1
182.7916667,0,0,60,0.017,1.96,23.1,68.2 ,0
182.8333333,0,0,11,0.000,2.70,22.2,72.1 ,-0.2
182.875,0,0,0,0.000,2.58,21.4,75.5 ,-0.1
182.9166667,0,0,0,0.017,1.24,20.8,77.8 ,-0.1
182.9583333,0,0,0,0.000,1.08,20.4,79.8 ,0
183,0,0,0,0.000,0.65,19.9,82.9 ,-0.1
183.0416667,0,0,0,0.017,0.57,19.5,85.6 ,-0.1
183.0833333,0,0,0,0.000,0.39,19.5,87.3 ,0
183.125,0,0,0,0.000,0.24,19.1,90.8 ,0
183.1666667,0,0,0,0.017,0.26,19.0,92.1 ,-0.1
183.2083333,0,0,0,0.000,0.37,18.9,92.3 ,0
183.25,0,0,7,0.000,0.31,18.8,92.1 ,-0.1
183.2916667,0,0,70,0.000,0.25,19.1,93.8 ,0
183.3333333,0,0,187,0.017,0.59,20.4,90.5 ,0
183.375,0,0,247,0.000,0.42,21.7,81.7 ,0
183.4166667,0,0,462,0.000,0.40,22.5,78.0 ,-0.1
183.4583333,0,0,891,0.017,0.81,25.4,64.7 ,0
183.5,0,0,836,0.000,0.92,26.1,61.1 ,0
183.5416667,0,0,369,0.017,1.17,25.8,61.1 ,0
183.5833333,0,0,369,0.000,1.65,25.6,64.9 ,0
183.625,0,0,165,0.017,0.74,25.0,67.9 ,0
183.6666667,0,0,167,0.017,0.84,24.9,70.5 ,-0.1
183.7083333,0,0,119,0.000,0.79,24.3,71.9 ,0
183.75,0,0,132,0.017,0.55,24.1,75.1 ,-0.1
183.7916667,0,0,33,0.000,0.87,23.4,77.0 ,0
183.8333333,0,0,6,0.017,0.90,22.9,78.4 ,-0.1
183.875,0,0,0,0.000,0.44,21.4,85.3 ,-0.1
183.9166667,0,0,0,0.017,0.32,19.8,90.7 ,-0.1
183.9583333,0,0,0,0.000,0.22,19.1,93.2 ,0
184,0,0,0,0.017,0.25,18.5,94.4 ,-0.1
184.0416667,0,0,0,0.000,0.13,18.1,95.2 ,0
184.0833333,0,0,0,0.017,0.18,17.7,95.1 ,0
184.125,0,0,0,0.000,0.22,17.4,96.3 ,-0.1
184.1666667,0,0,0,0.000,0.26,17.3,96.5 ,0
184.2083333,0,0,0,0.000,0.27,17.0,96.8 ,0
184.25,0,0,7,0.000,0.29,16.7,97.0 ,-0.1
184.2916667,0,0,115,0.000,0.45,17.3,99.3 ,0
184.3333333,0,0,220,0.017,0.50,19.4,96.7 ,-0.1
184.375,0,0,351,0.000,0.65,21.1,89.5 ,0
184.4166667,0,0,467,0.000,0.90,23.0,81.0 ,0
184.4583333,0,0,305,0.000,0.68,23.4,77.5 ,0
184.5,0,0,354,0.000,0.61,23.9,77.9 ,0
184.5416667,0,0,317,0.000,0.61,24.4,77.1 ,0
184.5833333,0,0,336,0.017,0.51,24.9,76.5 ,0
184.625,0,0,218,0.000,0.92,24.8,76.1 ,0
184.6666667,0,0,432,0.000,1.12,25.2,75.7 ,-0.1
184.7083333,0,0,333,0.000,1.05,25.6,72.3 ,0
184.75,0,0,138,0.000,1.00,25.3,73.0 ,0
184.7916667,0,0,63,0.000,1.00,24.5,75.0 ,-0.1
184.8333333,0,0,8,0.000,0.41,23.2,82.3 ,0
184.875,0,0,0,0.000,0.22,22.0,87.4 ,-0.1
184.9166667,0,0,0,0.017,0.31,21.1,90.3 ,0
184.9583333,0,0,0,0.000,0.24,20.5,92.0 ,-0.1
185,0,0,0,0.000,0.26,19.9,92.9 ,0
185.0416667,0,0,0,0.000,0.23,19.4,92.8 ,-0.1
185.0833333,0,0,0,0.000,0.21,19.1,92.8 ,0
185.125,0,0,0,0.000,0.21,18.8,93.8 ,0
185.1666667,0,0,0,0.000,0.22,18.6,94.1 ,-0.1
185.2083333,0,0,0,0.017,0.25,18.5,94.4 ,0
185.25,0,0,5,0.000,0.16,18.4,94.7 ,-0.1
185.2916667,0,0,30,0.000,0.29,18.5,94.7 ,0
185.3333333,0,0,68,0.000,0.38,19.2,93.3 ,0
185.375,0,0,94,0.000,0.46,20.1,89.0 ,0
185.4166667,0,0,94,0.000,0.37,20.5,89.6 ,0
185.4583333,0,0,88,0.000,0.49,20.1,93.0 ,0
185.5,0,0,141,0.017,0.37,20.0,95.5 ,0.1
185.5416667,0,0,221,0.000,0.32,20.2,97.4 ,0.1
185.5833333,0,0,236,0.000,0.35,20.4,96.2 ,0
185.625,0,0,181,0.000,0.27,20.8,92.7 ,0
185.6666667,0,0,68,0.017,0.27,20.8,89.9 ,0
185.7083333,0,0,46,1.749,0.25,20.6,89.7 ,0
185.75,0,0,25,3.757,0.35,20.4,89.2 ,-0.1
185.7916667,0,0,13,1.072,0.40,19.7,91.1 ,0
185.8333333,0,0,0,0.426,0.63,18.9,93.2 ,0.2
185.875,0,0,0,0.323,0.52,18.2,94.9 ,0.4
185.9166667,0,0,0,0.204,0.47,18.1,94.9 ,0.1
185.9583333,0,0,0,0.153,0.45,18.3,94.5 ,0.1
186,0,0,0,0.136,0.31,18.3,94.3 ,0
186.0416667,0,0,0,0.102,0.37,18.2,94.0 ,0
186.0833333,0,0,0,0.102,0.43,18.2,91.6 ,0
186.125,0,0,0,0.102,0.42,18.2,90.9 ,0
186.1666667,0,0,0,0.102,0.29,18.1,92.8 ,-0.1
186.2083333,0,0,0,0.102,0.32,17.9,94.4 ,0
186.25,0,0,5,0.119,0.30,17.9,95.2 ,-0.1
186.2916667,0,0,56,0.136,0.59,18.2,95.7 ,0
186.3333333,0,0,149,4.183,0.53,19.2,93.5 ,0
186.375,0,0,294,5.051,0.29,20.2,91.2 ,0
186.4166667,0,0,557,0.494,0.49,22.1,86.1 ,0
186.4583333,0,0,600,0.000,1.28,23.0,78.5 ,0
186.5,0,0,390,0.000,1.07,23.0,76.4 ,0
186.5416667,0,0,386,0.000,0.73,23.2,74.7 ,-0.1
186.5833333,0,0,422,0.000,0.26,24.1,72.8 ,0
186.625,0,0,266,0.000,0.56,24.2,68.8 ,0
186.6666667,0,0,213,0.000,0.85,24.0,73.8 ,0
186.7083333,0,0,86,0.000,1.15,23.4,75.9 ,0
186.75,0,0,50,0.000,1.02,23.0,76.4 ,-0.1
186.7916667,0,0,27,0.000,0.74,22.5,77.8 ,0
186.8333333,0,0,4,0.000,0.80,21.9,80.8 ,-0.1
186.875,0,0,0,0.000,0.53,21.4,83.7 ,0
186.9166667,0,0,0,0.000,0.37,20.9,87.4 ,-0.1
186.9583333,0,0,0,0.000,0.22,20.5,90.3 ,-0.1
187,0,0,0,0.000,0.25,19.6,93.0 ,0
187.0416667,0,0,0,0.000,0.30,19.3,94.2 ,0
187.0833333,0,0,0,0.000,0.21,19.1,94.4 ,-0.1
187.125,0,0,0,0.000,0.38,19.4,95.2 ,0
187.1666667,0,0,0,0.000,0.26,19.1,95.6 ,0
187.2083333,0,0,0,0.000,0.24,19.2,95.9 ,0
187.25,0,0,8,0.000,0.24,19.2,96.1 ,-0.1
187.2916667,0,0,70,0.000,0.33,19.5,97.2 ,0
187.3333333,0,0,206,0.000,0.40,20.7,95.7 ,0
187.375,0,0,183,0.000,0.65,21.5,89.0 ,0
187.4166667,0,0,260,0.000,0.62,21.9,88.4 ,0
187.4583333,0,0,353,0.000,1.34,22.5,87.2 ,-0.1
187.5,0,0,344,0.000,0.90,23.2,84.5 ,0
187.5416667,0,0,479,0.000,1.13,24.1,80.1 ,0
187.5833333,0,0,544,0.000,1.27,24.8,76.4 ,0
187.625,0,0,348,0.000,1.44,24.9,73.9 ,0
187.6666667,0,0,345,0.000,1.66,25.1,73.4 ,0
187.7083333,0,0,182,0.000,1.35,24.5,74.5 ,-0.1
187.75,0,0,135,0.000,1.17,24.3,76.5 ,0
187.7916667,0,0,55,0.000,0.58,23.5,77.5 ,0
187.8333333,0,0,12,0.000,0.26,22.6,81.5 ,-0.1
187.875,0,0,0,0.000,0.25,21.3,87.6 ,0
187.9166667,0,0,0,0.000,0.26,20.3,90.9 ,-0.1
187.9583333,0,0,0,0.000,0.24,19.9,92.8 ,0
188,0,0,0,0.000,0.18,20.1,93.4 ,-0.1
188.0416667,0,0,0,0.000,0.21,19.9,93.7 ,0
188.0833333,0,0,0,0.000,0.20,19.8,93.7 ,-0.1
188.125,0,0,0,0.000,0.19,19.7,94.6 ,0
188.1666667,0,0,0,0.000,0.23,19.9,94.7 ,0
188.2083333,0,0,0,0.000,0.29,19.9,94.8 ,-0.1
188.25,0,0,5,0.000,0.34,20.1,94.2 ,0
188.2916667,0,0,25,0.000,0.29,20.5,93.3 ,0
188.3333333,0,0,49,0.000,0.27,20.8,92.0 ,0
188.375,0,0,81,0.000,0.24,21.3,91.1 ,0
188.4166667,0,0,119,0.000,0.28,21.7,90.1 ,0
188.4583333,0,0,158,0.000,0.35,22.6,88.6 ,-0.1
188.5,0,0,91,0.000,0.31,23.1,87.6 ,0
188.5416667,0,0,126,0.000,0.72,23.0,88.8 ,0
188.5833333,0,0,147,0.000,0.58,22.9,91.7 ,0
188.625,0,0,92,0.000,0.85,23.2,90.4 ,0
188.6666667,0,0,84,0.000,0.36,23.3,90.2 ,0
188.7083333,0,0,60,0.000,0.36,23.5,90.5 ,-0.1
188.75,0,0,58,0.000,0.61,23.4,91.7 ,0
188.7916667,0,0,15,0.000,0.62,23.5,90.9 ,0
188.8333333,0,0,6,0.000,0.64,23.0,92.3 ,0
188.875,0,0,0,0.000,0.37,22.5,94.3 ,0
188.9166667,0,0,0,0.000,0.66,22.4,94.8 ,0
188.9583333,0,0,0,0.000,0.59,22.3,95.4 ,-0.1
189,0,0,0,0.000,0.43,22.2,96.2 ,0
189.0416667,0,0,0,0.000,0.57,22.1,96.4 ,0
189.0833333,0,0,0,0.000,0.60,22.1,96.0 ,0
189.125,0,0,0,0.000,0.44,22.2,96.4 ,-0.1
189.1666667,0,0,0,0.000,0.71,22.3,94.9 ,0
189.2083333,0,0,0,0.000,0.57,22.2,93.8 ,0
189.25,0,0,9,0.000,0.38,21.6,95.2 ,0
189.2916667,0,0,48,0.000,0.41,21.7,96.8 ,0
189.3333333,0,0,145,0.000,0.47,22.5,97.0 ,-0.1
189.375,0,0,347,0.000,1.00,24.0,93.4 ,0
189.4166667,0,0,489,0.000,0.52,25.6,87.5 ,0
189.4583333,0,0,777,0.000,0.72,26.7,79.0 ,0.1
189.5,0,0,943,0.000,0.94,28.4,71.7 ,0
189.5416667,0,0,760,0.000,1.47,28.5,72.7 ,0
189.5833333,0,0,753,0.000,1.12,28.4,74.8 ,0
189.625,0,0,713,0.000,1.26,28.1,77.0 ,0
189.6666667,0,0,475,0.000,1.75,26.8,79.5 ,0
189.7083333,0,0,371,0.000,1.91,25.9,80.5 ,0
189.75,0,0,136,0.000,1.36,24.9,82.8 ,-0.1
189.7916667,0,0,48,0.000,0.98,23.9,85.9 ,-0.2
189.8333333,0,0,7,0.000,0.80,23.3,87.3 ,-0.1
189.875,0,0,0,0.000,0.65,22.9,88.2 ,-0.1
189.9166667,0,0,0,0.000,0.68,22.9,88.8 ,-0.1
189.9583333,0,0,0,0.000,0.60,22.7,89.7 ,-0.1
190,0,0,0,0.000,0.43,22.2,92.0 ,-0.1
190.0416667,0,0,0,0.000,0.27,21.5,93.7 ,-0.1
190.0833333,0,0,0,0.000,0.23,21.3,94.1 ,0
190.125,0,0,0,0.000,0.25,21.2,95.0 ,-0.1
190.1666667,0,0,0,0.000,0.31,21.3,95.2 ,0
190.2083333,0,0,0,0.000,0.32,20.9,95.8 ,-0.1
190.25,0,0,6,0.000,0.25,20.6,96.0 ,0
190.2916667,0,0,42,0.000,0.41,20.8,98.1 ,0
190.3333333,0,0,114,0.000,0.29,21.2,98.6 ,-0.1
190.375,0,0,455,0.000,0.84,23.0,95.9 ,0
190.4166667,0,0,671,0.000,0.69,25.6,82.9 ,0
190.4583333,0,0,822,0.000,0.82,27.5,70.6 ,0
190.5,0,0,826,0.000,1.24,27.9,63.7 ,0
190.5416667,0,0,773,0.000,0.84,28.6,61.3 ,0
190.5833333,0,0,533,0.000,1.51,28.2,65.6 ,0
190.625,0,0,497,0.000,1.21,27.9,66.9 ,-0.1
190.6666667,0,0,481,0.000,1.14,28.1,69.4 ,0
190.7083333,0,0,305,0.000,1.36,27.5,69.2 ,-0.1
190.75,0,0,108,0.000,1.11,26.8,70.5 ,-0.2
190.7916667,0,0,50,0.000,0.71,25.2,73.1 ,-0.1
190.8333333,0,0,6,0.000,0.46,23.7,80.2 ,-0.2
190.875,0,0,0,0.000,0.29,22.6,85.9 ,-0.1
190.9166667,0,0,0,0.000,0.32,22.1,86.3 ,-0.2
190.9583333,0,0,0,0.000,0.37,21.8,87.2 ,-0.2
191,0,0,0,0.000,0.26,21.3,89.5 ,0
191.0416667,0,0,0,0.000,0.22,20.7,91.8 ,-0.1
191.0833333,0,0,0,0.000,0.27,20.1,92.9 ,-0.1
191.125,0,0,0,0.000,0.26,19.4,94.6 ,-0.1
191.1666667,0,0,0,0.000,0.17,18.9,95.0 ,-0.1
191.2083333,0,0,0,0.000,0.16,18.6,95.2 ,-0.1
191.25,0,0,8,0.000,0.16,18.6,96.2 ,-0.1
191.2916667,0,0,38,0.000,0.35,19.0,97.0 ,0
191.3333333,0,0,70,0.000,0.46,20.1,96.0 ,-0.1
191.375,0,0,138,0.000,0.22,21.5,94.6 ,0
191.4166667,0,0,294,0.000,0.42,23.0,91.9 ,-0.1
191.4583333,0,0,413,0.000,0.69,24.4,86.1 ,0
191.5,0,0,302,0.000,0.56,25.2,83.0 ,0
191.5416667,0,0,475,0.000,0.65,25.7,81.9 ,-0.1
191.5833333,0,0,207,0.000,1.53,25.9,78.9 ,-0.1
191.625,0,0,177,0.000,1.50,25.8,77.7 ,0
191.6666667,0,0,47,0.136,1.58,25.1,78.7 ,-0.1
191.7083333,0,0,34,1.447,0.91,23.4,88.7 ,0.2
191.75,0,0,25,0.664,0.27,22.8,93.7 ,0
191.7916667,0,0,11,0.000,0.31,22.8,93.7 ,0
191.8333333,0,0,1,0.017,0.27,22.6,94.6 ,-0.1
191.875,0,0,0,1.072,0.36,22.5,95.5 ,0.2
191.9166667,0,0,0,0.255,0.35,22.4,95.6 ,0.1
191.9583333,0,0,0,0.272,0.34,22.3,95.8 ,0
192,0,0,0,0.017,0.35,22.2,96.2 ,0
192.0416667,0,0,0,0.017,0.47,22.2,96.4 ,0
192.0833333,0,0,0,0.017,0.41,22.2,95.9 ,0
192.125,0,0,0,8.498,0.38,22.2,96.6 ,0.8
192.1666667,0,0,0,11.494,0.37,22.2,96.9 ,1
192.2083333,0,0,0,5.932,0.45,22.1,97.3 ,0.6
192.25,0,0,0,6.136,0.57,22.0,97.2 ,0.7
192.2916667,0,0,0,7.021,0.71,22.0,96.4 ,0.8
192.3333333,0,0,3,6.664,0.66,21.8,97.4 ,2.6
192.375,0,1.239087133,12,8.281,0.86,21.6,98.0 ,1.3
192.4166667,0,1.309419334,48,7.243,0.78,21.5,98.0 ,0
192.4583333,0,0.809179451,95,1.902,0.73,22.0,98.3 ,-0.2
192.5,0,0.482630463,212,0.000,0.83,22.6,98.6 ,-0.1
192.5416667,0,0.250386064,394,0.000,0.62,23.9,96.0 ,-0.1
192.5833333,0,0.118458266,666,0.000,1.17,25.8,87.8 ,-0.1
192.625,0,0.049905276,541,0.000,1.44,26.4,83.8 ,-0.1
192.6666667,0,0.031719426,448,0.000,0.69,27.0,83.3 ,0
192.7083333,0,0.013055782,265,0.000,0.93,27.1,82.1 ,-0.1
192.75,0,0.001578469,136,0.000,1.15,27.0,82.2 ,0
192.7916667,0,0.000573605,40,0.000,0.81,26.0,83.2 ,-0.1
192.8333333,0,0,7,0.000,0.59,24.8,87.1 ,0
192.875,0,0,0,0.000,0.92,24.0,89.8 ,0
192.9166667,0,0,0,0.000,1.05,23.9,90.1 ,-0.1
192.9583333,0,0,0,0.000,0.69,23.6,91.8 ,-0.1
193,0,0,0,0.000,0.47,23.2,93.6 ,0
193.0416667,0,0,0,0.000,0.90,23.1,93.7 ,-0.1
193.0833333,0,0,0,0.000,0.83,23.2,93.2 ,0
193.125,0,0,0,0.000,0.29,22.6,95.3 ,0
193.1666667,0,0,0,0.000,0.42,22.5,95.7 ,-0.1
193.2083333,0,0,0,0.000,0.46,22.7,96.0 ,0
193.25,0,0,4,0.000,0.44,22.5,96.4 ,-0.1
193.2916667,0,0,29,0.000,0.45,22.8,96.8 ,0
193.3333333,0,0,77,0.000,0.43,23.3,96.7 ,0
193.375,0,0,115,0.000,0.47,23.8,94.2 ,-0.1
193.4166667,0,0,314,0.000,0.53,24.6,92.9 ,0
193.4583333,0,0,520,0.000,0.67,26.0,87.5 ,-0.1
193.5,0,0,431,0.000,1.23,26.7,83.7 ,0.1
